(Compounds Polynucleotides)	SMILES
CPD0-181	C(OP([O-])(=O)[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C=C(NC([O-])=O)\2))
CPD-11571	C(CNO)C[C@H]([NH3+])C([O-])=O
CPD-596	CN(C(NCCC[C@H]([NH3+])C(=O)[O-])=[NH2+])C
NA+	[Na+]
NAD	C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5)
NADH	C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5))
NADP	C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5)
NADPH	C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N)
CPD1G01-4	
CPD-14596	CC[C@@](O[C@@H]2(O[C@H](CO[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))[C@@H](O)[C@H](O)[C@@H](O)2))(C#N)C
NI+2	[Ni+2]
NIACINAMIDE	C1(\C=C/C(/C(=O)N)=C\N=1)
NIACINE	C1(\N=C/C(/C([O-])=O)=C\C=1)
DEAMIDO-NAD	C5(/C(/C([O-])=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5)
3-BETA-D-GLUCOSYLGLUCOSE	C(O)[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@@H]1([C@@H](O)C(O)O[C@H](CO)[C@@H](O)1))O2)
NITRATE	N(=O)(=O)[O-]
NITRIC-OXIDE	N=O
NITRITE	N([O-])=O
NITROUS-OXIDE	N#N=O
CPD-7302	CCCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
CPD0-2056	C[C@@H](C(NCC(=O)[O-])=O)NC(CC[C@@H](C(=O)[O-])[NH3+])=O
NORSPERMIDINE	C(CC[NH2+]CCC[NH3+])[NH3+]
NUKED-PENTOSE-RING	C(C1(C(C(CO1)O)O))O
CPD-667	CC(OCC[C@@H](C([O-])=O)[NH3+])=O
ACETYLSERINE	CC(OC[C@H]([NH3+])C(=O)[O-])=O
O-DGAL-HEX-0:0_1:ALDI	
O-DGLC-HEX-0:0_1:ALDI_6:D	
O-PHENANTHROLINE	C1(\C=C/C2(\C=C/C3(\C=C/C=N\C(C(\N=1)=2)=3)))
O-PHOSPHO-L-HOMOSERINE	C([C@H]([NH3+])C([O-])=O)COP([O-])(=O)[O-]
3-P-SERINE	C(OP([O-])([O-])=O)[C@H]([NH3+])C(=O)[O-]
PHOSPHORYL-ETHANOLAMINE	C(C[NH3+])OP([O-])([O-])=O
O-SUCCINYL-L-HOMOSERINE	C(CC(=O)OCC[C@@H](C([O-])=O)[NH3+])C([O-])=O
O-UREIDOHOMOSERINE	C(C[C@@H](C(=O)[O-])[NH3+])ONC(N)=O
CPD-148	CCCCCCCC
CPD-195	CCCCCCCC(=O)[O-]
CPD-196	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-58	C(C(C1(\C=C/C(/O)=C\C=1))O)[NH3+]
CPD-22643	CCCCCCCCOC(=O)C
OH	[OH-]
OLEATE-CPD	CCCCCCCC\C=C/CCCCCCCC([O-])=O
OLEOYL-COA	CCCCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-17624	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCC\C=C/CCCCCCCC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-20340	CC[C@@H](C(NCC(=O)[O-])=O)NC(CC[C@@H](C(=O)[O-])[NH3+])=O
OROTATE	C1(\C(=O)NC(NC(/C([O-])=O)=1)=O)
OROTIDINE-5-PHOSPHATE	C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C(/C(=O)[O-])=C/C(=O)NC(=O)2))
OXALATE	C([O-])(C(=O)[O-])=O
OXALACETIC_ACID	C(C([O-])=O)C(=O)C([O-])=O
OXALO-SUCCINATE	C(C([O-])=O)C(C(C(=O)[O-])=O)C([O-])=O
OXYGEN-MOLECULE	O=O
CPD-29	C1(=C/C=C(\C=C/1)/C(=O)[O-])[Hg]Cl
CPD-7388	C(C1(\C=C/C(/[Hg])=C\C=1))([O-])=O
ADENOSYL-P4	C([C@@H]1([C@H]([C@H]([C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3)))O)O))OP(OP(OP(OP(OC[C@@H]4([C@H]([C@H]([C@@H](O4)N5(\C=N/C6(C(/N)=N\C=N/C5=6)))O)O))([O-])=O)([O-])=O)([O-])=O)([O-])=O
CPD-10783	CCCCCCCCCC(=O)CC(=O)N[C@H]1(CCOC(=O)1)
CPD-10784	CCCC(=O)N[C@H]1(CCOC(=O)1)
PALMITATE	CCCCCCCCCCCCCCCC([O-])=O
CPD-9245	CCCCCC\C=C/CCCCCCCC(=O)[O-]
CPD-10269	CCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
PALMITYL-COA	CCCCCCCCCCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
PARAOXON	CCOP(OC1(\C=C/C(/[N+]([O-])=O)=C\C=1))(OCC)=O
PARATHION	CCOP(OC1(\C=C/C(/[N+](=O)[O-])=C\C=1))(OCC)=S
PB+2	[Pb+2]
PENICILLIN-G	CC3(C)(S[C@H]2(N(C(=O)[C@@H](NC(=O)CC1(\C=C/C=C\C=1))2)[C@@H](C(=O)[O-])3))
VALERATE	CCCCC(=O)[O-]
PENTANOYLCOA-CPD	CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
PENTOSE-RING	C(C1(OC(C(O)C(O)1)O))O
CPD-8477	CCCCCCCCCCC\C=C/CCCCC([O-])=O
PHENANTHRENE-RING	C2(\C=C1(\C=C/C3(\C=C/C=C\C(C1=C\C=2)=3)))
CPD-12873	C3(\C=C2(C(/N=C1(\C=C/C=C\C/1=N\2))=C\C=3))
CPD-12872	C([O-])(=O)C1(\C2(\C(/C=C\C=1)=N/C3(\C(\C(=O)[O-])=C/C=C\C(\N=2)=3)))
CPD-9522	C(C1(\C2(\C(/C=C\C=1)=N/C3(\C=C/C=C\C(\N=2)=3))))(=O)[O-]
PHENOL	C1(\C=C/C(/O)=C\C=1)
CPD-22363	CC(OC1(\C=C/C=C\C=1))=O
CPD-15539	C(OP(=O)([O-])[O-])[C@@H]2([C@H]([C@@H](O)[C@@H](OC1(\C=C/C=C\C=1))O2)O)
CPD-20827	C[C@@H](OP([O-])(=O)O[C@H]1([C@@H](O)[C@H](O[C@H](COP([O-])(=O)[O-])1)OC2(\C=C/C=C\C=2)))CNC(=O)CC[C@@]3([C@@H](CC(N)=O)[C@@H]4([C@@]5(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C6(\C(/C)=C9([C@@](CC(=O)N)([C@H](CCC(N)=O)C%10(\C=C7(C(C)(C)[C@H](CCC(N)=O)C8(\C(/C)=C3/N4[Co-2]([N+]\5=6)([N+]\7=8)([N+]9=%10)C[C@@H]%11([C@H]([C@@H](O)[C@@H](O%11)N%12(\C=N/C%13(\C/%12=N/C=N\C(/N)=%13)))O)))))C)))))(C)
PHENYLACETALDEHYDE	C(=O)CC1(\C=C/C=C\C=1)
PHENYLACETATE	C([O-])(=O)CC1(\C=C/C=C\C=1)
CPD-207	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
CPD1G01-9	C1(\C=C/C(/[As](O)O)=C\C=1)
CPD-22655	C1(\C=C/C(/[As](=O)([O-])O)=C\C=1)
PHENYLGLYOXYLATE	C(=O)(C(C1(\C=C/C=C\C=1))=O)[O-]
Pi	[O-]P(=O)(O)[O-]
CPDQT-520	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OC[C@@H](O)COP([O-])(=O)[O-])OC(=O)CCCCCCCCCCCCCCC
CPD-12755	O=[P-](O)[O-]
PHOSPHORYL-CHOLINE	C[N+](CCOP([O-])([O-])=O)(C)C
PHOSPHO-ENOL-PYRUVATE	C=C(OP(=O)([O-])[O-])C([O-])=O
PHOSPHONATE	O=P([O-])[O-]
CPD-551	C(CP([O-])(O)=O)=O
PHOSPHORIBULOSYL-FORMIMINO-AICAR-P	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)C(=O)C/N=C/NC1(\N(\C=N/C(\C(=O)N)=1)[C@@H]2(O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H](O)2))
PHTHALATE	C(C1(/C=C\C=C/C(/C([O-])=O)=1))([O-])=O
MI-HEXAKISPHOSPHATE	[C@@H]1(OP([O-])([O-])=O)([C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](OP([O-])([O-])=O)1)
CPD-14926	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(\C)=C/C=O
CPD-14927	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(\C)=C/C(=O)[O-]
CPD-14928	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(\C)=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
PHYTOL	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(\C)=C/CO
CPD-558	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(CCCCCC([O-])=O)=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
PORPHOBILINOGEN	C(C1(\N\C=C(CCC(=O)[O-])/C(\CC(=O)[O-])=1))[NH3+]
PORPHYRIN-RING	C1(\C2(\C=C5(\C=C/C(\C=C4(\C=C/C(\C=C3(\C=C/C(\C=C(\C=1)/N=2)=N3))=N4))=N5)))
CPD-7082	
GUANOSINE-5DP-3DP	C(OP(=O)([O-])OP(=O)(O)[O-])[C@H]1(O[C@H]([C@H](O)[C@H](OP([O-])(=O)OP([O-])([O-])=O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3)))
GDP-TP	C(OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])[C@H]1(O[C@H]([C@H](O)[C@H](OP([O-])(=O)OP(O)([O-])=O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3)))
CPD1G01-3	
CPD-9038	C[C@]5(C1(\N=C(CC4(\NC(/CC3(\NC(/CC2(\NC(/C=1)=C(CC([O-])=O)/C(\CCC([O-])=O)=2))=C(CCC([O-])=O)/C(\CC(=O)[O-])=3))=C(CCC([O-])=O)/C(\CC([O-])=O)=4))/[C@H]5CCC(=O)[O-]))(CC([O-])=O)
DIHYDROSIROHYDROCHLORIN	C[C@]1(CC(=O)[O-])([C@@H](C3(\[NH2+]C\1=C/C2([C@@H](CCC(=O)[O-])[C@](C(\N=2)=C\C5(\NC(/CC4(\NC(/C=3)=C(CC(=O)[O-])/C(\CCC(=O)[O-])=4))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=5))(C)CC(=O)[O-])))CCC(=O)[O-])
CPD-642	CC2(\C5(\NC(/CC4(\NC(/C=C3([C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])C(/C=C1([C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])C(\[NH2+]1)=2))=N/3))=C(CC(=O)[O-])/C(\CCC(=O)[O-])=4))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=5))
CPD-643	C[C@]6(CC(=O)[O-])([C@@H](C2(\N=C(\C=C1([C@@H](CCC(=O)[O-])[C@]5(C)(CC(=O)O[C@@](N1)([C@](O)(C)C4(\NC(/CC3(\NC(/C=2)=C(CC(=O)[O-])/C(\CCC(=O)[O-])=3))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=4))5)))/6))CCC(=O)[O-])
CPD-651	CC(=O)[C@@]12(NC(/[C@@H](CCC(=O)[O-])[C@](C)(CC(=O)[O-])1)=C/C5(/[C@@](C)(CC(=O)[O-])C(/CCC(=O)[O-])=C(CC4(\NC(/CC3(\[C@](C)(CCC(=O)[O-])C(/CC(=O)[O-])=C2/N=3))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=4))/N=5))
CPD-662	CC([C@]12(NC(/[C@@H](CCC([O-])=O)[C@@](CC(=O)[O-])(C)1)=C/C5(/[C@](C(/CCC(=O)[O-])=C(CC4(C(/CC([O-])=O)=C(CCC(=O)[O-])/C(\CC3(\[C@](C(/CC(=O)[O-])=C2/N=3)(C)CCC(=O)[O-]))=N\4)C)/N=5)(CC(=O)[O-])C)))=O
CPD-675	C[C@@]3(C2(/CC5(\C(/CCC(=O)[O-])=C(CC([O-])=O)/C(CC4(\N=C(\C=C1([C@@H](CCC([O-])=O)[C@@](CC(=O)[O-])(C)[C@](N1)(C)C(\N=2)=C(CC(=O)[O-])\3))/[C@](C(/CCC(=O)[O-])=4)(CC(=O)[O-])C))(\N=5)C)))CCC(=O)[O-]
CPD-679	C[C@@]5(CCC([O-])=O)([C@@H](CC([O-])=O)[C@H]2(\N=C(CC1(\C(/CCC([O-])=O)=C(CC(=O)[O-])/[C@@](C)(\N=1)CC4(\N=C(\C=C3([C@H]([C@]([C@@]2(C)N3)(C)CC([O-])=O)CCC(=O)[O-]))/[C@@](C)(CC([O-])=O)C(/CCC([O-])=O)=4)))/5))
CPD-14845	CC2(C1(\C(/CCC([O-])=O)=C(C)/[C@@](C)(\N=1)CC5(\[NH+]=C(\C=C4([C@H]([C@]([C@@]([C@H]3([C@@H]([C@](CCC([O-])=O)(C)C\2=N/3)CC([O-])=O))(C)N4)(C)CC([O-])=O)CCC(=O)[O-]))/[C@@](C)(CC([O-])=O)C(/CCC([O-])=O)=5)))
CPD-686	CC2(C5(\[C@]([C@H]([C@H]([C@@]1(/N=C([C@@H](CCC([O-])=O)[C@@](CC(=O)[O-])(C)1)/C(\C)=C4([C@]([C@H](CCC(=O)[O-])C(/C[C@]3(C(/C)=C(CCC(=O)[O-])/C/2=N\3)C)=N/4)(CC(=O)[O-])C))C)\N=5)CC(=O)[O-])(C)CCC(=O)[O-]))
CPD-4211	CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]
PREPHENATE	C(=O)([O-])C(=O)C[C@]1(C(=O)[O-])(\C=C/[C@@H](O)\C=C/1)
7-CYANO-7-DEAZAGUANINE	C12(=C(C(NC(/N)=N/1)=O)C(/C#N)=C\N2)
7-AMINOMETHYL-7-DEAZAGUANINE	C([NH3+])C1(\C2(\C(=O)NC(/N)=N/C(\N/C=1)=2))
HYDROXYMETHYLBILANE	C(O)C4(\NC(/CC3(\NC(/CC2(\NC(/CC1(\N\C=C(CCC(=O)[O-])/C(\CC([O-])=O)=1))=C(CCC(=O)[O-])/C(\CC([O-])=O)=2))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=3))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=4)
PRISTANATE	CC(CCCC(CCCC(C)CCCC(C([O-])=O)C)C)C
CPD-14675	CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
PROCLAVAMINATE	C1(CC(=O)N1[C@H](C(=O)[O-])[C@H](O)CC[NH3+])
PROPANOL	CCCO
PROPIONATE	CCC(=O)[O-]
PROPIONYL-P	CCC(OP([O-])([O-])=O)=O
PROPIONYL-COA	CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
PROPIONAMIDE	CCC(N)=O
3-4-DIHYDROXYBENZOATE	C(C1(\C=C(C(/O)=C\C=1)\O))(=O)[O-]
PROTOHEME	C=CC4(\C(/C)=C5(\C=C6(C(/C)=C(CCC(=O)[O-])/C7(\C=C8(C(/CCC(=O)[O-])=C(C)/C1(/N([Fe-2]3(N(C(/C=C2(C(/C)=C(C=C)/C(\C=1)=[N+]2/3))=4)5)([N+]/6=7))8))))))
PROTOPORPHYRIN_IX	C=CC4(\C(/C)=C3(\C=C5(C(/C)=C(CCC([O-])=O)/C(\C=C1(C(/CCC([O-])=O)=C(C)/C(/N1)=C/C2(/C(\C=C)=C(C)\C(\N=2)=C\C(\N3)=4)))=N\5)))
PROTOPORPHYRINOGEN	C=CC2(\C(/C)=C1(CC5(\NC(/CC4(\NC(/CC3(\NC(/CC(\N1)=2)=C(C)/C(\C=C)=3))=C(C)/C(\CCC([O-])=O)=4))=C(CCC(=O)[O-])/C(\C)=5)))
CPD-10754	C[C@H](O)[C@H](NC(=O)C)[C@H]1([C@H]([C@H](C[C@](C([O-])=O)(O)O1)O)NC(C)=O)
PTERIDINE-RING	C1(\C=N/C2(\C=N/C=N\C(\N=1)=2))
PTEROATE	C(NC1(\C=C/C(/C(=O)[O-])=C\C=1))C2(\C=N/C3(\N=C(N)/NC(=O)C(\N=2)=3))
PURINE-RING	C1(\C2(N\C=N/C(\N=C/N=1)=2))
CPD1G01-7	C2(\[NH+]=C(C(NC(CCC(N)=O)=O)CC1(\C=C/C(/O)=C\C=1))/N[C@@H](C2)C(=O)NC(CC([O-])=O)C(=O)NC(C(=O)NC(C4(\NC(C(=O)NCC(NC(C(NC3(CCCN(O)C(=O)3))=O)CO)=O)CC\[NH+]=4))C(O)C([O-])=O)CCC[NH3+])
PUTRESCINE	C([NH3+])CCC[NH3+]
CPD-9992	CN1([C@H](C([O-])=O)CS[C@@H]1[C@H]3(CSC(/C2(\C(\O)=C/C=C\C=2))=N/3))
CPD-12847	C[N+]2(\C3(/C=C\C=C(C(\N=C1(\C=C/C=C\C/1=2))=3)\O))
CPD1G01-5	C1(\C[C@H](N2(C(\[NH+]=1)=C(NC(CCC(N)=O)=O)CC3(/C=C(C(/O)=C\C/2=3)/O)))C(=O)NC(CC([O-])=O)C(=O)NC(C(=O)NC(C5(\NC(C(=O)NCC(NC(C(NC4(CCCN(O)C(=O)4))=O)CO)=O)CC\[NH+]=5))C(O)C([O-])=O)CCC[NH3+])
PYRAZINAMIDE	C1(\N=C/C=N\C(/C(=O)N)=1)
PYRAZINOIC-ACID	C1(\N=C/C=N\C(/C([O-])=O)=1)
PYRIDINE-RING	C1(\N=C/C=C\C=1)
PYRIDOXAL	CC1(/N=C\C(\CO)=C(C(/O)=1)\C=O)
PYRIDOXAL_PHOSPHATE	CC1(/N=C\C(\COP(=O)([O-])[O-])=C(C(/O)=1)\C=O)
PYRIDOXAMINE	CC1(\C(\O)=C(C(/CO)=C\N=1)\C[NH3+])
PYRIDOXAMINE-5P	CC1(\C(\O)=C(C(/COP([O-])([O-])=O)=C\N=1)\C[NH3+])
PYRIDOXINE	CC1(\C(\O)=C(C(/CO)=C\N=1)\CO)
PYRIDOXINE-5P	CC1(\C(\O)=C(C(/COP([O-])(=O)[O-])=C\N=1)\CO)
PYRROLE-2-CARBOXYLATE	C1(\NC(/C(=O)[O-])=C/C=1)
PQQ	C1(/C(/C(=O)[O-])=N\C2(/C(=O)C(=O)C3(\C=C(C(=O)[O-])/NC(\C(/C(/C(=O)[O-])=1)=2)=3)))
PYRUVATE	CC(=O)C(=O)[O-]
CPD-520	C3(/C=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/[O-])=1)=2)/O)/O)))=3)/O)
QUEUINE	C([NH2+]C1([C@@H](O)[C@@H](O)\C=C/1))C2(\C3(\C(=O)NC(/N)=N/C(\N/C=2)=3))
QUINOLINATE	C1(\N=C(C(/C([O-])=O)=C\C=1)\C([O-])=O)
CPD-18550	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP(OC(=O)C4(\C=N/C5(\C(\N=4)=C/C=C\C=5)))([O-])=O
CPD-12792	C6(Cl)(=NC(/NC1(\C=C(\C=C/C=1)\S([O-])(=O)=O))=N/C(\NC2(\C(\S([O-])(=O)=O)=C/C=C(/C=2)/NC3(\C4(\C(O)C5(/C=C\C=C/C(/C(O)C(/C(/N)=C(/C=3)/S([O-])(=O)=O)=4)=5)))))=N\6)
NMNH	C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]2(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H](O)2))
CPD-316	CC3(\C=C1(C(/N(C2(\C(N1)C(NC(/N=2)=O)=O))C[C@H](O)[C@H](O)[C@H](O)CO)=C\C(/C)=3))
RIBOFLAVIN	CC3(\C=C2(C(/N(C[C@H](O)[C@H](O)[C@H](O)CO)C1(\C(\C(=O)[N-]C(=O)/N=1)=N/2))=C\C(/C)=3))
CPD-19833	CC3(/C=C2(C(/N(C[C@H](O)[C@H](O)[C@H](O)CO)C1(\C(\C(=O)[N-]C(=O)/N=1)=N/2))=C\C(\N(C)C)=3))
CPD-19839	CC3(/C=C2(C(/N(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-])C1(\C(\C(=O)[N-]C(=O)/N=1)=N/2))=C\C(\N(C)C)=3))
CPD-19840	CC6(/C=C5(C(/N(C[C@@H]([C@H](O)[C@H](O)COP(OP([O-])(OC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(\C=N/C2(C(/N)=N\C=N/C1=2)))O3))=O)([O-])=O)O)C4(\C(\C(=O)[N-]C(=O)/N=4)=N/5))=C\C(\N(C)C)=6))
CPD-22651	C1(\C(\[As](=O)([O-])[O-])=C/C(/[N+]([O-])=O)=C(\C=1)/O)
CPD-22656	C1(\C(\[As](O)O)=C/C(/[N+]([O-])=O)=C(\C=1)/[O-])
RX	[R][X]
CPD-21118	CCCC(SC[C@@H](C([O-])=O)[NH3+])CCO
CPD-21212	C(SC(Cl)C([O-])=O)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
CPD-21121	CC(O)CC(C)(SC[C@@H](C([O-])=O)[NH3+])C
CPD-21119	CC(CO)C(C)SC[C@H]([NH3+])C([O-])=O
CPD-14706	CCCCCC(O)C(CC=O)SC[C@H]([NH3+])C(=O)[O-]
CPD-14705	CCCCCC(C(CC=O)SC[C@@H](C(NCC([O-])=O)=O)[NH3+])O
CPD-21122	CC(=O)CC(C)(SC[C@@H](C([O-])=O)[NH3+])C
CPD-21120	CCC(SC[C@@H](C([O-])=O)[NH3+])CCO
CPD-21108	CCCC(SC[C@@H](C([O-])=O)[NH3+])(C)CCO
S-HYDROXYMETHYLGLUTATHIONE	C(NC(=O)[C@H](CSCO)NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-]
CPD-19217	C(SNO)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
CPD-19493	C(S)SC[C@@H](C([O-])=O)[NH3+]
S-ACETYLDIHYDROLIPOAMIDE	CC(SC(CCS)CCCCC(N)=O)=O
S-ADENOSYLMETHIONINAMINE	C[S+](CCC[NH3+])C[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(\C/2=N/C=N\C(/N)=3)))
S-ADENOSYL-4-METHYLTHIO-2-OXOBUTANOATE	C[S+](CCC(C([O-])=O)=O)C[C@H]1(O[C@H]([C@@H]([C@@H]1O)O)N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))
ADENOSYL-HOMO-CYS	C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+]
S-ADENOSYLMETHIONINE	C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+]
CPD-21126	C(C1(\C=C/C=C\C=1))SC[C@@H](C([O-])=O)[NH3+]
CPD-9300	CCSC[C@H]([NH3+])C(=O)[O-]
CPD-21169	C(SC2(\C=C(\N=C(C1(\C=C/C=C\C=1))/N=2)\Cl))[C@@H](C([O-])=O)[NH3+]
CPD-548	C(NC(=O)[C@H](CSC=O)NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-]
5-METHYLTHIOADENOSINE	CSC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(\C/2=N/C=N\C(/N)=3)))
5-METHYLTHIOINOSINE	CSC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)N\C=N/C2=3)))
CPD-444	CSC[C@H]1(O[C@H](OP([O-])(=O)[O-])[C@@H]([C@@H]1O)O)
